order_no,line_no,order_date,customer_no,branch_code,salesperson_code,item_no,uom,ordered_qty,filled_qty,cancelled_qty,unit_price,unit_cost,promised_date,shipped_date,order_status
SO-10067,1,2026-01-29,CT-1006,RL-KPT,S103,RF-4010,RL,73,58,0,29.79,21.50,2026-02-05,2026-02-02,PARTIAL
SO-10067,2,2026-01-29,CT-1006,RL-KPT,S103,FS-2002,BX,126,86,0,29.94,23.60,2026-02-05,2026-02-02,PARTIAL
SO-10067,3,2026-01-29,CT-1006,RL-KPT,S103,PT-5002,EA,54,38,0,31.79,23.70,2026-02-05,2026-02-02,PARTIAL
SO-10068,1,2026-01-29,CT-1003,RL-KPT,S103,RM-1020,EA,231,231,0,5.24,4.05,2026-02-02,2026-01-31,SHIPPED
SO-10068,2,2026-01-29,CT-1003,RL-KPT,S103,PT-5010,EA,202,202,0,11.77,9.05,2026-02-02,2026-01-31,SHIPPED
SO-10068,3,2026-01-29,CT-1003,RL-KPT,S103,TL-9002,EA,98,98,0,8.15,6.40,2026-02-02,2026-01-31,SHIPPED
SO-10068,4,2026-01-29,CT-1003,RL-KPT,S103,RF-4010,RL,152,152,0,29.21,21.50,2026-02-02,2026-01-31,SHIPPED
SO-10068,5,2026-01-29,CT-1003,RL-KPT,S103,RM-1003,EA,256,256,0,10.96,8.25,2026-02-02,2026-01-31,SHIPPED
SO-10069,1,2026-01-30,CT-1007,RL-BRI,S101,CM-3020,EA,263,263,0,13.90,10.25,2026-02-06,2026-02-09,SHIPPED
SO-10069,2,2026-01-30,CT-1007,RL-BRI,S101,SX-7001,SQ,35,35,0,94.17,68.05,2026-02-06,2026-02-09,SHIPPED
SO-10069,3,2026-01-30,CT-1007,RL-BRI,S101,TL-9001,EA,463,463,0,6.05,4.50,2026-02-06,2026-02-09,SHIPPED
SO-10069,4,2026-01-30,CT-1007,RL-BRI,S101,SX-7001,SQ,50,50,0,88.66,68.05,2026-02-06,2026-02-09,SHIPPED
SO-10069,5,2026-01-30,CT-1007,RL-BRI,S101,DW-6002,EA,24,24,0,283.26,208.10,2026-02-06,2026-02-09,SHIPPED
SO-10070,1,2026-01-30,CT-1003,RL-JCB,S104,RM-1022,EA,161,161,0,8.30,6.45,2026-02-06,2026-01-31,SHIPPED
SO-10070,2,2026-01-30,CT-1003,RL-JCB,S104,FS-2002,BX,166,166,0,32.46,23.60,2026-02-06,2026-01-31,SHIPPED
SO-10070,3,2026-01-30,CT-1003,RL-JCB,S104,SX-7001,SQ,43,43,0,88.97,68.05,2026-02-06,2026-01-31,SHIPPED
SO-10070,4,2026-01-30,CT-1003,RL-JCB,S104,DW-6001,EA,18,18,0,88.95,64.10,2026-02-06,2026-01-31,SHIPPED
SO-10071,1,2026-01-30,CT-1006,RL-BRI,S102,TL-9001,EA,383,383,0,6.07,4.50,2026-02-01,2026-02-02,SHIPPED
SO-10071,2,2026-01-30,CT-1006,RL-BRI,S102,SX-7001,SQ,61,61,0,85.23,68.05,2026-02-01,2026-02-02,SHIPPED
SO-10071,3,2026-01-30,CT-1006,RL-BRI,S102,CM-3002,BG,403,403,0,5.25,3.90,2026-02-01,2026-02-02,SHIPPED
SO-10072,1,2026-01-30,BL-3001,RL-BRI,S102,RM-1002,EA,827,827,0,6.28,4.95,2026-02-02,2026-02-06,SHIPPED
SO-10072,2,2026-01-30,BL-3001,RL-BRI,S102,RF-4010,RL,129,129,0,26.29,21.50,2026-02-02,2026-02-06,SHIPPED
SO-10072,3,2026-01-30,BL-3001,RL-BRI,S102,DW-6002,EA,9,9,0,260.64,208.10,2026-02-02,2026-02-06,SHIPPED
SO-10073,1,2026-01-31,RT-2003,RL-KPT,S001,TL-9001,EA,98,0,98,6.25,4.50,2026-02-06,,CANCELLED
SO-10073,2,2026-01-31,RT-2003,RL-KPT,S001,PT-5011,BG,125,0,125,18.40,13.25,2026-02-06,,CANCELLED
SO-10073,3,2026-01-31,RT-2003,RL-KPT,S001,RF-4001,BNDL,418,0,418,38.75,27.90,2026-02-06,,CANCELLED
SO-10073,4,2026-01-31,RT-2003,RL-KPT,S001,PT-5002,EA,97,0,97,32.90,23.70,2026-02-06,,CANCELLED
SO-10073,5,2026-01-31,RT-2003,RL-KPT,S001,PT-5002,EA,48,0,48,32.90,23.70,2026-02-06,,CANCELLED
SO-10074,1,2026-01-31,RT-2001,RL-JCB,S001,FS-2011,EA,35,35,0,48.50,34.90,2026-02-07,2026-02-03,SHIPPED
SO-10074,2,2026-01-31,RT-2001,RL-JCB,S001,TL-9001,EA,197,197,0,6.25,4.50,2026-02-07,2026-02-03,SHIPPED
SO-10074,3,2026-01-31,RT-2001,RL-JCB,S001,RM-1011,EA,231,231,0,24.90,17.95,2026-02-07,2026-02-03,SHIPPED
SO-10075,1,2026-01-31,RT-2001,RL-BRI,S001,TL-9001,EA,212,212,0,6.25,4.50,2026-02-03,2026-02-04,SHIPPED
SO-10076,1,2026-01-31,RT-2002,RL-JCB,S001,SX-7001,SQ,43,43,0,94.50,68.05,2026-02-02,2026-02-04,SHIPPED
SO-10076,2,2026-01-31,RT-2002,RL-JCB,S001,FS-2011,EA,25,25,0,48.50,34.90,2026-02-02,2026-02-04,SHIPPED
SO-10076,3,2026-01-31,RT-2002,RL-JCB,S001,RF-4002,BNDL,72,72,0,52.30,37.65,2026-02-02,2026-02-04,SHIPPED
SO-10077,1,2026-02-02,CT-1007,RL-KPT,S103,RF-4011,RL,46,34,0,100.37,78.85,2026-02-08,2026-02-05,PARTIAL
SO-10077,2,2026-02-02,CT-1007,RL-KPT,S103,SX-7001,SQ,37,17,0,93.27,68.05,2026-02-08,2026-02-05,PARTIAL
SO-10077,3,2026-02-02,CT-1007,RL-KPT,S103,PT-5002,EA,93,58,0,31.71,23.70,2026-02-08,2026-02-05,PARTIAL
SO-10078,1,2026-02-02,CT-1001,RL-BRI,S102,SX-7001,SQ,25,20,0,88.51,68.05,2026-02-06,2026-02-03,SHIPPED
SO-10078,2,2026-02-02,CT-1001,RL-BRI,S102,PT-5011,BG,186,104,0,17.39,13.25,2026-02-06,2026-02-03,SHIPPED
SO-10078,3,2026-02-02,CT-1001,RL-BRI,S102,PT-5010,EA,340,340,0,12.06,9.05,2026-02-06,2026-02-03,SHIPPED
SO-10078,4,2026-02-02,CT-1001,RL-BRI,S102,PT-5010,EA,353,353,0,11.65,9.05,2026-02-06,2026-02-03,SHIPPED
SO-10078,5,2026-02-02,CT-1001,RL-BRI,S102,RM-1022,EA,185,185,0,8.52,6.45,2026-02-06,2026-02-03,SHIPPED
SO-10079,1,2026-02-03,CT-1002,RL-BRI,S102,FS-2001,BX,312,312,0,28.21,20.60,2026-02-10,2026-02-07,SHIPPED
SO-10079,2,2026-02-03,CT-1002,RL-BRI,S102,SX-7001,SQ,98,98,0,94.19,68.05,2026-02-10,2026-02-07,SHIPPED
SO-10079,3,2026-02-03,CT-1002,RL-BRI,S102,RF-4020,LF,785,785,0,2.24,1.69,2026-02-10,2026-02-07,SHIPPED
SO-10079,4,2026-02-03,CT-1002,RL-BRI,S102,RF-4010,RL,242,242,0,29.04,21.50,2026-02-10,2026-02-07,SHIPPED
SO-10080,1,2026-02-03,CT-1003,RL-JCB,S104,PT-5010,EA,214,214,0,11.50,9.05,2026-02-05,2026-02-10,SHIPPED
SO-10080,2,2026-02-03,CT-1003,RL-JCB,S104,RM-1020,EA,74,74,0,5.44,4.05,2026-02-05,2026-02-10,SHIPPED
SO-10081,1,2026-02-03,CT-1008,RL-KPT,S105,PT-5002,EA,43,43,0,31.42,23.70,2026-02-09,2026-02-04,SHIPPED
SO-10082,1,2026-02-03,BL-3002,RL-BRI,S101,FS-2002,BX,183,94,0,30.61,23.60,2026-02-08,2026-02-04,PARTIAL
SO-10082,2,2026-02-03,BL-3002,RL-BRI,S101,CM-3010,BG,109,90,0,12.02,9.30,2026-02-08,2026-02-04,PARTIAL
SO-10082,3,2026-02-03,BL-3002,RL-BRI,S101,RM-1020,EA,204,144,0,5.06,4.05,2026-02-08,2026-02-04,PARTIAL
SO-10082,4,2026-02-03,BL-3002,RL-BRI,S101,FS-2001,BX,250,174,0,24.72,20.60,2026-02-08,2026-02-04,PARTIAL
SO-10082,5,2026-02-03,BL-3002,RL-BRI,S101,FS-2010,EA,964,658,0,1.62,1.33,2026-02-08,2026-02-04,PARTIAL
SO-10083,1,2026-02-04,BL-3002,RL-BRI,S101,DW-6002,EA,20,17,0,261.15,208.10,2026-02-06,2026-02-07,SHIPPED
SO-10084,1,2026-02-04,CT-1005,RL-KPT,S105,DW-6002,EA,13,7,0,277.63,208.10,2026-02-08,2026-02-08,PARTIAL
SO-10084,2,2026-02-04,CT-1005,RL-KPT,S105,RF-4020,LF,707,408,0,2.35,1.69,2026-02-08,2026-02-08,PARTIAL
SO-10084,3,2026-02-04,CT-1005,RL-KPT,S105,PT-5002,EA,129,65,0,30.83,23.70,2026-02-08,2026-02-08,PARTIAL
SO-10084,4,2026-02-04,CT-1005,RL-KPT,S105,RM-1021,EA,56,36,0,36.05,28.10,2026-02-08,2026-02-08,PARTIAL
SO-10085,1,2026-02-04,CT-1004,RL-BRI,S101,RF-4020,LF,395,395,0,2.35,1.69,2026-02-08,2026-02-06,SHIPPED
SO-10085,2,2026-02-04,CT-1004,RL-BRI,S101,SX-7010,EA,173,173,0,13.35,10.65,2026-02-08,2026-02-06,SHIPPED
SO-10085,3,2026-02-04,CT-1004,RL-BRI,S101,DW-6001,EA,39,39,0,82.01,64.10,2026-02-08,2026-02-06,SHIPPED
SO-10085,4,2026-02-04,CT-1004,RL-BRI,S101,PT-5002,EA,47,47,0,31.58,23.70,2026-02-08,2026-02-06,SHIPPED
SO-10086,1,2026-02-04,CT-1008,RL-BRI,S101,PT-5010,EA,173,125,0,11.80,9.05,2026-02-06,2026-02-07,SHIPPED
SO-10086,2,2026-02-04,CT-1008,RL-BRI,S101,RF-4010,RL,75,75,0,29.20,21.50,2026-02-06,2026-02-07,SHIPPED
SO-10086,3,2026-02-04,CT-1008,RL-BRI,S101,RF-4002,BNDL,152,152,0,50.27,37.65,2026-02-06,2026-02-07,SHIPPED
SO-10086,4,2026-02-04,CT-1008,RL-BRI,S101,FS-2001,BX,345,345,0,27.92,20.60,2026-02-06,2026-02-07,SHIPPED
SO-10087,1,2026-02-05,BL-3001,RL-JCB,S104,TL-9001,EA,198,198,0,5.82,4.50,2026-02-08,2026-02-11,SHIPPED
SO-10087,2,2026-02-05,BL-3001,RL-JCB,S104,FS-2001,BX,93,93,0,24.88,20.60,2026-02-08,2026-02-11,SHIPPED
SO-10087,3,2026-02-05,BL-3001,RL-JCB,S104,RF-4011,RL,40,40,0,98.64,78.85,2026-02-08,2026-02-11,SHIPPED
SO-10087,4,2026-02-05,BL-3001,RL-JCB,S104,TL-9002,EA,169,169,0,8.23,6.40,2026-02-08,2026-02-11,SHIPPED
SO-10087,5,2026-02-05,BL-3001,RL-JCB,S104,PT-5010,EA,175,175,0,11.26,9.05,2026-02-08,2026-02-11,SHIPPED
SO-10088,1,2026-02-05,CT-1005,RL-JCB,S104,TL-9001,EA,113,113,0,6.01,4.50,2026-02-11,2026-02-07,SHIPPED
SO-10088,2,2026-02-05,CT-1005,RL-JCB,S104,PT-5011,BG,36,36,0,16.62,13.25,2026-02-11,2026-02-07,SHIPPED
SO-10088,3,2026-02-05,CT-1005,RL-JCB,S104,RM-1022,EA,154,154,0,8.43,6.45,2026-02-11,2026-02-07,SHIPPED
SO-10088,4,2026-02-05,CT-1005,RL-JCB,S104,DW-6002,EA,12,12,0,282.50,208.10,2026-02-11,2026-02-07,SHIPPED
SO-10089,1,2026-02-05,CT-1008,RL-JCB,S104,RF-4020,LF,561,561,0,2.24,1.69,2026-02-12,2026-02-09,SHIPPED
SO-10089,2,2026-02-05,CT-1008,RL-JCB,S104,PT-5002,EA,73,73,0,31.85,23.70,2026-02-12,2026-02-09,SHIPPED
SO-10090,1,2026-02-06,CT-1005,RL-KPT,S103,CM-3002,BG,301,301,0,5.12,3.90,2026-02-09,2026-02-09,SHIPPED
SO-10090,2,2026-02-06,CT-1005,RL-KPT,S103,RF-4002,BNDL,59,59,0,49.91,37.65,2026-02-09,2026-02-09,SHIPPED
SO-10090,3,2026-02-06,CT-1005,RL-KPT,S103,DW-6001,EA,41,41,0,87.26,64.10,2026-02-09,2026-02-09,SHIPPED
SO-10091,1,2026-02-06,CT-1005,RL-BRI,S101,RF-4002,BNDL,167,167,0,47.79,37.65,2026-02-10,2026-02-08,SHIPPED
SO-10091,2,2026-02-06,CT-1005,RL-BRI,S101,CM-3020,EA,128,128,0,13.58,10.25,2026-02-10,2026-02-08,SHIPPED
SO-10091,3,2026-02-06,CT-1005,RL-BRI,S101,CM-3010,BG,59,59,0,12.54,9.30,2026-02-10,2026-02-08,SHIPPED
SO-10091,4,2026-02-06,CT-1005,RL-BRI,S101,RM-1021,EA,119,119,0,38.76,28.10,2026-02-10,2026-02-08,SHIPPED
SO-10092,1,2026-02-06,CT-1003,RL-BRI,S102,RM-1020,EA,354,354,0,5.45,4.05,2026-02-11,2026-02-09,SHIPPED
SO-10092,2,2026-02-06,CT-1003,RL-BRI,S102,RM-1003,EA,493,493,0,11.27,8.25,2026-02-11,2026-02-09,SHIPPED
SO-10093,1,2026-02-06,CT-1003,RL-JCB,S104,RM-1001,EA,532,532,0,3.95,2.86,2026-02-11,2026-02-09,SHIPPED
SO-10093,2,2026-02-06,CT-1003,RL-JCB,S104,PT-5001,EA,76,76,0,42.71,32.20,2026-02-11,2026-02-09,SHIPPED
SO-10093,3,2026-02-06,CT-1003,RL-JCB,S104,TL-9002,EA,199,199,0,8.46,6.40,2026-02-11,2026-02-09,SHIPPED
SO-10093,4,2026-02-06,CT-1003,RL-JCB,S104,RF-4002,BNDL,36,36,0,47.92,37.65,2026-02-11,2026-02-09,SHIPPED
SO-10094,1,2026-02-07,RT-2003,RL-BRI,S001,DW-6001,EA,55,55,0,89.00,64.10,2026-02-14,2026-02-09,SHIPPED
SO-10094,2,2026-02-07,RT-2003,RL-BRI,S001,RM-1020,EA,260,260,0,5.60,4.05,2026-02-14,2026-02-09,SHIPPED
SO-10094,3,2026-02-07,RT-2003,RL-BRI,S001,FS-2001,BX,210,210,0,28.50,20.60,2026-02-14,2026-02-09,SHIPPED
SO-10095,1,2026-02-07,RT-2002,RL-BRI,S001,PT-5010,EA,503,275,0,12.60,9.05,2026-02-11,2026-02-08,SHIPPED
SO-10095,2,2026-02-07,RT-2002,RL-BRI,S001,RF-4011,RL,37,37,0,109.50,78.85,2026-02-11,2026-02-08,SHIPPED
SO-10095,3,2026-02-07,RT-2002,RL-BRI,S001,RF-4011,RL,80,80,0,109.50,78.85,2026-02-11,2026-02-08,SHIPPED
SO-10096,1,2026-02-07,RT-2002,RL-KPT,S001,TL-9001,EA,349,349,0,6.25,4.50,2026-02-10,2026-02-10,SHIPPED
SO-10096,2,2026-02-07,RT-2002,RL-KPT,S001,CM-3002,BG,323,323,0,5.40,3.90,2026-02-10,2026-02-10,SHIPPED
SO-10097,1,2026-02-07,RT-2001,RL-KPT,S001,CM-3001,BG,575,575,0,6.85,4.95,2026-02-13,2026-02-08,SHIPPED
SO-10097,2,2026-02-07,RT-2001,RL-KPT,S001,RF-4020,LF,703,703,0,2.35,1.69,2026-02-13,2026-02-08,SHIPPED
SO-10097,3,2026-02-07,RT-2001,RL-KPT,S001,CM-3002,BG,309,309,0,5.40,3.90,2026-02-13,2026-02-08,SHIPPED
SO-10098,1,2026-02-07,RT-2002,RL-JCB,S001,RF-4011,RL,46,46,0,109.50,78.85,2026-02-12,2026-02-08,SHIPPED
SO-10098,2,2026-02-07,RT-2002,RL-JCB,S001,RM-1001,EA,933,933,0,3.98,2.86,2026-02-12,2026-02-08,SHIPPED
SO-10099,1,2026-02-09,CT-1007,RL-BRI,S101,RM-1003,EA,237,124,0,10.41,8.25,2026-02-15,2026-02-13,PARTIAL
SO-10100,1,2026-02-09,CT-1007,RL-BRI,S102,PT-5002,EA,56,56,0,30.90,23.70,2026-02-14,2026-02-11,SHIPPED
SO-10100,2,2026-02-09,CT-1007,RL-BRI,S102,FS-2001,BX,278,278,0,25.66,20.60,2026-02-14,2026-02-11,SHIPPED
SO-10100,3,2026-02-09,CT-1007,RL-BRI,S102,RM-1002,EA,1298,1298,0,6.66,4.95,2026-02-14,2026-02-11,SHIPPED
SO-10100,4,2026-02-09,CT-1007,RL-BRI,S102,DW-6010,EA,22,22,0,288.52,224.60,2026-02-14,2026-02-11,SHIPPED
SO-10101,1,2026-02-10,CT-1003,RL-BRI,S101,RM-1011,EA,188,139,0,24.16,17.95,2026-02-12,2026-02-11,SHIPPED
SO-10101,2,2026-02-10,CT-1003,RL-BRI,S101,RM-1010,EA,403,272,0,17.89,13.50,2026-02-12,2026-02-11,SHIPPED
SO-10101,3,2026-02-10,CT-1003,RL-BRI,S101,RM-1010,EA,325,325,0,17.31,13.50,2026-02-12,2026-02-11,SHIPPED
SO-10101,4,2026-02-10,CT-1003,RL-BRI,S101,RF-4020,LF,711,711,0,2.31,1.69,2026-02-12,2026-02-11,SHIPPED
SO-10102,1,2026-02-10,CT-1004,RL-BRI,S101,FS-2011,EA,60,60,0,46.05,34.90,2026-02-17,2026-02-11,SHIPPED
SO-10102,2,2026-02-10,CT-1004,RL-BRI,S101,PT-5002,EA,168,168,0,32.20,23.70,2026-02-17,2026-02-11,SHIPPED
SO-10102,3,2026-02-10,CT-1004,RL-BRI,S101,RF-4020,LF,808,808,0,2.19,1.69,2026-02-17,2026-02-11,SHIPPED
SO-10102,4,2026-02-10,CT-1004,RL-BRI,S101,FS-2011,EA,69,69,0,47.77,34.90,2026-02-17,2026-02-11,SHIPPED
SO-10102,5,2026-02-10,CT-1004,RL-BRI,S101,RF-4011,RL,94,94,0,103.62,78.85,2026-02-17,2026-02-11,SHIPPED
SO-10103,1,2026-02-10,CT-1001,RL-KPT,S105,RM-1020,EA,341,341,0,5.09,4.05,2026-02-16,2026-02-12,SHIPPED
SO-10103,2,2026-02-10,CT-1001,RL-KPT,S105,CM-3001,BG,229,229,0,6.58,4.95,2026-02-16,2026-02-12,SHIPPED
SO-10103,3,2026-02-10,CT-1001,RL-KPT,S105,RM-1003,EA,357,357,0,11.13,8.25,2026-02-16,2026-02-12,SHIPPED
SO-10103,4,2026-02-10,CT-1001,RL-KPT,S105,CM-3002,BG,237,237,0,5.04,3.90,2026-02-16,2026-02-12,SHIPPED
SO-10103,5,2026-02-10,CT-1001,RL-KPT,S105,RM-1001,EA,619,619,0,3.88,2.86,2026-02-16,2026-02-12,SHIPPED
SO-10104,1,2026-02-11,CT-1008,RL-JCB,S104,PT-5002,EA,45,45,0,32.51,23.70,2026-02-16,2026-02-15,SHIPPED
SO-10104,2,2026-02-11,CT-1008,RL-JCB,S104,SX-7010,EA,47,47,0,14.01,10.65,2026-02-16,2026-02-15,SHIPPED
SO-10105,1,2026-02-11,CT-1006,RL-JCB,S104,DW-6002,EA,7,7,0,266.75,208.10,2026-02-15,2026-02-20,SHIPPED
SO-10105,2,2026-02-11,CT-1006,RL-JCB,S104,CM-3020,EA,104,104,0,13.80,10.25,2026-02-15,2026-02-20,SHIPPED
SO-10105,3,2026-02-11,CT-1006,RL-JCB,S104,RF-4001,BNDL,356,356,0,37.68,27.90,2026-02-15,2026-02-20,SHIPPED
SO-10105,4,2026-02-11,CT-1006,RL-JCB,S104,TL-9002,EA,127,127,0,8.32,6.40,2026-02-15,2026-02-20,SHIPPED
SO-10106,1,2026-02-11,CT-1003,RL-KPT,S105,RM-1011,EA,442,442,0,24.31,17.95,2026-02-14,2026-02-12,SHIPPED
SO-10106,2,2026-02-11,CT-1003,RL-KPT,S105,DW-6002,EA,7,7,0,262.06,208.10,2026-02-14,2026-02-12,SHIPPED
SO-10106,3,2026-02-11,CT-1003,RL-KPT,S105,FS-2002,BX,70,70,0,30.70,23.60,2026-02-14,2026-02-12,SHIPPED
SO-10106,4,2026-02-11,CT-1003,RL-KPT,S105,TL-9001,EA,316,225,0,5.88,4.50,2026-02-14,2026-02-12,SHIPPED
SO-10106,5,2026-02-11,CT-1003,RL-KPT,S105,RM-1002,EA,630,630,0,6.83,4.95,2026-02-14,2026-02-12,SHIPPED
SO-10107,1,2026-02-11,CT-1001,RL-KPT,S105,RF-4001,BNDL,509,509,0,36.41,27.90,2026-02-14,2026-02-13,SHIPPED
SO-10108,1,2026-02-12,CT-1007,RL-KPT,S103,RM-1003,EA,119,119,0,10.89,8.25,2026-02-19,2026-02-13,SHIPPED
SO-10108,2,2026-02-12,CT-1007,RL-KPT,S103,RM-1010,EA,522,522,0,17.03,13.50,2026-02-19,2026-02-13,SHIPPED
SO-10109,1,2026-02-12,CT-1007,RL-KPT,S105,TL-9001,EA,187,187,0,6.05,4.50,2026-02-18,2026-02-14,SHIPPED
SO-10110,1,2026-02-12,CT-1005,RL-JCB,S104,CM-3002,BG,198,0,198,5.27,3.90,2026-02-15,,CANCELLED
SO-10110,2,2026-02-12,CT-1005,RL-JCB,S104,DW-6001,EA,33,0,33,82.76,64.10,2026-02-15,,CANCELLED
SO-10110,3,2026-02-12,CT-1005,RL-JCB,S104,CM-3020,EA,113,0,113,14.04,10.25,2026-02-15,,CANCELLED
SO-10111,1,2026-02-13,BL-3001,RL-BRI,S101,CM-3010,BG,193,193,0,11.89,9.30,2026-02-20,2026-02-14,SHIPPED
SO-10112,1,2026-02-13,BL-3002,RL-BRI,S102,PT-5011,BG,109,109,0,16.80,13.25,2026-02-15,2026-02-15,SHIPPED
SO-10112,2,2026-02-13,BL-3002,RL-BRI,S102,RM-1020,EA,399,399,0,4.93,4.05,2026-02-15,2026-02-15,SHIPPED
SO-10112,3,2026-02-13,BL-3002,RL-BRI,S102,RM-1011,EA,179,179,0,22.83,17.95,2026-02-15,2026-02-15,SHIPPED
SO-10113,1,2026-02-13,CT-1003,RL-KPT,S105,RF-4002,BNDL,40,40,0,49.32,37.65,2026-02-17,2026-02-17,SHIPPED
SO-10114,1,2026-02-13,BL-3001,RL-KPT,S105,RM-1001,EA,717,717,0,3.45,2.86,2026-02-15,2026-02-16,SHIPPED
SO-10115,1,2026-02-14,RT-2001,RL-KPT,S001,RF-4002,BNDL,73,73,0,52.30,37.65,2026-02-17,2026-02-21,SHIPPED
SO-10115,2,2026-02-14,RT-2001,RL-KPT,S001,RM-1011,EA,234,234,0,24.90,17.95,2026-02-17,2026-02-21,SHIPPED
SO-10116,1,2026-02-14,RT-2002,RL-KPT,S001,PT-5011,BG,123,123,0,18.40,13.25,2026-02-17,2026-02-18,SHIPPED
SO-10116,2,2026-02-14,RT-2002,RL-KPT,S001,PT-5001,EA,129,129,0,44.75,32.20,2026-02-17,2026-02-18,SHIPPED
SO-10116,3,2026-02-14,RT-2002,RL-KPT,S001,FS-2001,BX,121,121,0,28.50,20.60,2026-02-17,2026-02-18,SHIPPED
SO-10116,4,2026-02-14,RT-2002,RL-KPT,S001,CM-3001,BG,513,513,0,6.85,4.95,2026-02-17,2026-02-18,SHIPPED
SO-10117,1,2026-02-14,RT-2002,RL-BRI,S001,DW-6001,EA,32,32,0,89.00,64.10,2026-02-21,2026-02-17,SHIPPED
SO-10117,2,2026-02-14,RT-2002,RL-BRI,S001,CM-3001,BG,784,784,0,6.85,4.95,2026-02-21,2026-02-17,SHIPPED
SO-10117,3,2026-02-14,RT-2002,RL-BRI,S001,RM-1002,EA,1272,1272,0,6.85,4.95,2026-02-21,2026-02-17,SHIPPED
SO-10117,4,2026-02-14,RT-2002,RL-BRI,S001,CM-3002,BG,299,299,0,5.40,3.90,2026-02-21,2026-02-17,SHIPPED
SO-10118,1,2026-02-16,CT-1002,RL-JCB,S104,DW-6010,EA,16,16,0,311.71,224.60,2026-02-23,2026-02-19,SHIPPED
SO-10118,2,2026-02-16,CT-1002,RL-JCB,S104,TL-9001,EA,213,213,0,6.20,4.50,2026-02-23,2026-02-19,SHIPPED
SO-10118,3,2026-02-16,CT-1002,RL-JCB,S104,DW-6002,EA,10,10,0,270.49,208.10,2026-02-23,2026-02-19,SHIPPED
SO-10118,4,2026-02-16,CT-1002,RL-JCB,S104,RM-1020,EA,83,83,0,5.41,4.05,2026-02-23,2026-02-19,SHIPPED
SO-10119,1,2026-02-16,CT-1003,RL-KPT,S103,RM-1021,EA,51,51,0,37.03,28.10,2026-02-22,2026-02-20,SHIPPED
SO-10119,2,2026-02-16,CT-1003,RL-KPT,S103,CM-3010,BG,94,94,0,12.61,9.30,2026-02-22,2026-02-20,SHIPPED
SO-10119,3,2026-02-16,CT-1003,RL-KPT,S103,FS-2002,BX,147,80,0,30.84,23.60,2026-02-22,2026-02-20,SHIPPED
SO-10119,4,2026-02-16,CT-1003,RL-KPT,S103,RM-1020,EA,115,115,0,5.12,4.05,2026-02-22,2026-02-20,SHIPPED
SO-10120,1,2026-02-16,CT-1005,RL-BRI,S101,RF-4020,LF,295,138,0,2.28,1.69,2026-02-22,2026-02-20,PARTIAL
SO-10120,2,2026-02-16,CT-1005,RL-BRI,S101,RM-1002,EA,1166,827,0,6.63,4.95,2026-02-22,2026-02-20,PARTIAL
SO-10120,3,2026-02-16,CT-1005,RL-BRI,S101,FS-2010,EA,1332,994,0,1.76,1.33,2026-02-22,2026-02-20,PARTIAL
SO-10120,4,2026-02-16,CT-1005,RL-BRI,S101,FS-2010,EA,680,422,0,1.75,1.33,2026-02-22,2026-02-20,PARTIAL
SO-10121,1,2026-02-16,CT-1007,RL-KPT,S103,DW-6010,EA,14,14,0,287.22,224.60,2026-02-23,2026-02-18,SHIPPED
SO-10121,2,2026-02-16,CT-1007,RL-KPT,S103,RM-1011,EA,311,311,0,23.75,17.95,2026-02-23,2026-02-18,SHIPPED
SO-10121,3,2026-02-16,CT-1007,RL-KPT,S103,PT-5010,EA,237,237,0,11.67,9.05,2026-02-23,2026-02-18,SHIPPED
SO-10121,4,2026-02-16,CT-1007,RL-KPT,S103,TL-9002,EA,189,189,0,8.54,6.40,2026-02-23,2026-02-18,SHIPPED
SO-10122,1,2026-02-17,CT-1007,RL-KPT,S105,RM-1020,EA,271,271,0,5.17,4.05,2026-02-21,2026-02-20,SHIPPED
SO-10122,2,2026-02-17,CT-1007,RL-KPT,S105,RM-1022,EA,207,207,0,8.51,6.45,2026-02-21,2026-02-20,SHIPPED
SO-10122,3,2026-02-17,CT-1007,RL-KPT,S105,DW-6002,EA,14,14,0,272.33,208.10,2026-02-21,2026-02-20,SHIPPED
SO-10122,4,2026-02-17,CT-1007,RL-KPT,S105,TL-9002,EA,213,213,0,8.58,6.40,2026-02-21,2026-02-20,SHIPPED
SO-10123,1,2026-02-17,CT-1003,RL-KPT,S105,RM-1001,EA,953,953,0,3.73,2.86,2026-02-21,2026-02-18,SHIPPED
SO-10123,2,2026-02-17,CT-1003,RL-KPT,S105,TL-9002,EA,161,161,0,8.64,6.40,2026-02-21,2026-02-18,SHIPPED
SO-10124,1,2026-02-17,CT-1008,RL-KPT,S103,RF-4010,RL,71,71,0,29.13,21.50,2026-02-23,2026-02-18,SHIPPED
SO-10125,1,2026-02-17,CT-1008,RL-KPT,S103,RM-1003,EA,323,323,0,10.51,8.25,2026-02-23,2026-02-20,SHIPPED
SO-10126,1,2026-02-18,CT-1002,RL-KPT,S103,RM-1022,EA,464,464,0,8.78,6.45,2026-02-22,2026-02-19,SHIPPED
SO-10127,1,2026-02-18,BL-3002,RL-KPT,S105,PT-5002,EA,84,84,0,28.74,23.70,2026-02-21,2026-02-20,SHIPPED
SO-10127,2,2026-02-18,BL-3002,RL-KPT,S105,RF-4010,RL,89,89,0,27.77,21.50,2026-02-21,2026-02-20,SHIPPED
